number,u_week
LEAD00604484,2
LEAD00391208,1
LEAD00604483,2
LEAD00390175,1
LEAD00604482,2
LEAD00604481,2
LEAD00604480,2
LEAD00604479,2
LEAD00604478,2
LEAD00571471,1
LEAD00604477,2
LEAD00604476,2
LEAD00551372,1
LEAD00604475,2
LEAD00604474,2
LEAD00549271,4
LEAD00604473,2
LEAD00604472,2
LEAD00604471,2
LEAD00562667,4
LEAD00604470,2
LEAD00561631,3
LEAD00541718,4
LEAD00604469,2
LEAD00604468,2
LEAD00604467,2
LEAD00604466,2
LEAD00604465,2
LEAD00604464,2
LEAD00604463,2
LEAD00604462,2
LEAD00554421,1
LEAD00604461,2
LEAD00604460,2
LEAD00604459,2
LEAD00604458,2
LEAD00604457,2
LEAD00604456,2
LEAD00392433,1
LEAD00604455,2
LEAD00604454,2
LEAD00604453,2
LEAD00604452,2
LEAD00604451,2
LEAD00604450,2
LEAD00604449,2
LEAD00604448,2
LEAD00604447,2
LEAD00604446,2
LEAD00604445,2
LEAD00604444,2
LEAD00604443,2
LEAD00604442,2
LEAD00604441,2
LEAD00604440,2
LEAD00604439,2
LEAD00547932,3
LEAD00604438,2
LEAD00604437,2
LEAD00604436,2
LEAD00604435,2
LEAD00391249,1
LEAD00604434,2
LEAD00604433,2
LEAD00551634,1
LEAD00604432,2
LEAD00604431,2
LEAD00604430,2
LEAD00604429,2
LEAD00604428,2
LEAD00604427,2
LEAD00604426,2
LEAD00604425,2
LEAD00604424,2
LEAD00604423,2
LEAD00604422,2
LEAD00604421,2
LEAD00604420,2
LEAD00604419,2
LEAD00604418,2
LEAD00604417,2
LEAD00604416,2
LEAD00604415,2
LEAD00604414,2
LEAD00604413,2
LEAD00565963,3
LEAD00604412,2
LEAD00604411,2
LEAD00604410,2
LEAD00603886,2
LEAD00604408,2
LEAD00604409,2
LEAD00604407,2
LEAD00604406,2
LEAD00604405,2
LEAD00604404,2
LEAD00604403,2
LEAD00604402,2
LEAD00604401,2
LEAD00604400,2
LEAD00604399,2
LEAD00604398,2
LEAD00604397,2
LEAD00604396,2
LEAD00604395,2
LEAD00604394,2
LEAD00604393,2
LEAD00604392,2
LEAD00604391,2
LEAD00604390,2
LEAD00604389,2
LEAD00604388,2
LEAD00604387,2
LEAD00604386,2
LEAD00604385,2
LEAD00604384,2
LEAD00604383,2
LEAD00604382,2
LEAD00604381,2
LEAD00604380,2
LEAD00604379,2
LEAD00604378,2
LEAD00604377,2
LEAD00604376,2
LEAD00604375,2
LEAD00604374,2
LEAD00604373,2
LEAD00604372,2
LEAD00604371,2
LEAD00542841,4
LEAD00550832,1
LEAD00604370,2
LEAD00604369,2
LEAD00554093,1
LEAD00604368,2
LEAD00604367,2
LEAD00604366,2
LEAD00604365,2
LEAD00604364,2
LEAD00604363,2
LEAD00544116,1
LEAD00604362,2
LEAD00604361,2
LEAD00551064,1
LEAD00604360,2
LEAD00604359,2
LEAD00604358,2
LEAD00604357,2
LEAD00604356,2
LEAD00604355,2
LEAD00604354,2
LEAD00604353,2
LEAD00604352,2
LEAD00604351,2
LEAD00604350,2
LEAD00604349,2
LEAD00604347,2
LEAD00604346,2
LEAD00390742,1
LEAD00604344,2
LEAD00544263,1
LEAD00604341,2
LEAD00604338,2
LEAD00604334,2
LEAD00604333,2
LEAD00604332,2
LEAD00604331,2
LEAD00574755,2
LEAD00604319,2
LEAD00574804,2
LEAD00604329,2
LEAD00570900,1
LEAD00604328,2
LEAD00604327,2
LEAD00572149,1
LEAD00601467,1
LEAD00572120,1
LEAD00604326,2
LEAD00604325,2
LEAD00389491,1
LEAD00604324,2
LEAD00572422,1
LEAD00604322,2
LEAD00571051,1
LEAD00542989,1
LEAD00570574,4
LEAD00604321,2
LEAD00570581,4
LEAD00570572,4
LEAD00546147,2
LEAD00570543,4
LEAD00541901,4
LEAD00570206,4
LEAD00568323,4
LEAD00604315,2
LEAD00565881,3
LEAD00390442,1
LEAD00570677,1
LEAD00393717,1
LEAD00604314,2
LEAD00604313,2
LEAD00570550,4
LEAD00604312,2
LEAD00568253,4
LEAD00604311,2
LEAD00570559,4
LEAD00604310,2
LEAD00570662,4
LEAD00574154,2
LEAD00604309,2
LEAD00604308,2
LEAD00388298,1
LEAD00604307,2
LEAD00604306,2
LEAD00604305,2
LEAD00604301,2
LEAD00604300,2
LEAD00542907,4
LEAD00604299,2
LEAD00604298,2
LEAD00604297,2
LEAD00604296,2
LEAD00604295,2
LEAD00604294,2
LEAD00604293,2
LEAD00583794,4
LEAD00387970,1
LEAD00561101,3
LEAD00604292,2
LEAD00604291,2
LEAD00604290,2
LEAD00604289,2
LEAD00604288,2
LEAD00583792,4
LEAD00604287,2
LEAD00604286,2
LEAD00554430,1
LEAD00604285,2
LEAD00604284,2
LEAD00543183,1
LEAD00604283,2
LEAD00553740,1
LEAD00604282,2
LEAD00542859,4
LEAD00604281,2
LEAD00568866,4
LEAD00554092,1
LEAD00604280,2
LEAD00604279,2
LEAD00604278,2
LEAD00546164,2
LEAD00604277,2
LEAD00604276,2
LEAD00604275,2
LEAD00557095,1
LEAD00604274,2
LEAD00604273,2
LEAD00604272,2
LEAD00455039,1
LEAD00604271,2
LEAD00603901,2
LEAD00604270,2
LEAD00392100,1
LEAD00604269,2
LEAD00603908,2
LEAD00604268,2
LEAD00542294,4
LEAD00454956,1
LEAD00604267,2
LEAD00604266,2
LEAD00604265,2
LEAD00389717,1
LEAD00570977,1
LEAD00604264,2
LEAD00550500,1
LEAD00604259,2
LEAD00566725,3
LEAD00597412,3
LEAD00386407,1
LEAD00448618,1
LEAD00601714,1
LEAD00602159,1
LEAD00576729,3
LEAD00539819,3
LEAD00392340,1
LEAD00387955,1
LEAD00389972,1
LEAD00604251,2
LEAD00604254,2
LEAD00604253,2
LEAD00391207,1
LEAD00604252,2
LEAD00390767,1
LEAD00448473,1
LEAD00600910,4
LEAD00448339,1
LEAD00604248,2
LEAD00387845,1
LEAD00467848,1
LEAD00448433,1
LEAD00471252,1
LEAD00603931,2
LEAD00604247,2
LEAD00604246,2
LEAD00604245,2
LEAD00604244,2
LEAD00604243,2
LEAD00604242,2
LEAD00604241,2
LEAD00604240,2
LEAD00604239,2
LEAD00604238,2
LEAD00604237,2
LEAD00604236,2
LEAD00604235,2
LEAD00604234,2
LEAD00604233,2
LEAD00604232,2
LEAD00604231,2
LEAD00604230,2
LEAD00604229,2
LEAD00604228,2
LEAD00604227,2
LEAD00604226,2
LEAD00525383,1
LEAD00525424,1
LEAD00393223,1
LEAD00524608,1
LEAD00604225,2
LEAD00604224,2
LEAD00604223,2
LEAD00604222,2
LEAD00604220,2
LEAD00569859,4
LEAD00604219,2
LEAD00580430,4
LEAD00604218,2
LEAD00604217,2
LEAD00569964,4
LEAD00569582,4
LEAD00580793,4
LEAD00580578,4
LEAD00580662,4
LEAD00604216,2
LEAD00604215,2
LEAD00604214,2
LEAD00604213,2
LEAD00604211,2
LEAD00604210,2
LEAD00604209,2
LEAD00604208,2
LEAD00604207,2
LEAD00604206,2
LEAD00604205,2
LEAD00604204,2
LEAD00604203,2
LEAD00604202,2
LEAD00604201,2
LEAD00604200,2
LEAD00604198,2
LEAD00604197,2
LEAD00604196,2
LEAD00604195,2
LEAD00604194,2
LEAD00604193,2
LEAD00604192,2
LEAD00604190,2
LEAD00604191,2
LEAD00604189,2
LEAD00604188,2
LEAD00604187,2
LEAD00604186,2
LEAD00604185,2
LEAD00604184,2
LEAD00604183,2
LEAD00604181,2
LEAD00604180,2
LEAD00604179,2
LEAD00604178,2
LEAD00604177,2
LEAD00604176,2
LEAD00604175,2
LEAD00604173,2
LEAD00604172,2
LEAD00604171,2
LEAD00604170,2
LEAD00604169,2
LEAD00604168,2
LEAD00604167,2
LEAD00604166,2
LEAD00604164,2
LEAD00604163,2
LEAD00604162,2
LEAD00604160,2
LEAD00604159,2
LEAD00604158,2
LEAD00604157,2
LEAD00604155,2
LEAD00604154,2
LEAD00604153,2
LEAD00604152,2
LEAD00604150,2
LEAD00604148,2
LEAD00604144,2
LEAD00604143,2
LEAD00604140,2
LEAD00604138,2
LEAD00447590,1
LEAD00604135,2
LEAD00604133,2
LEAD00546260,2
LEAD00604131,2
LEAD00604128,2
LEAD00604127,2
LEAD00604125,2
LEAD00604122,2
LEAD00446581,1
LEAD00604120,2
LEAD00604119,2
LEAD00604118,2
LEAD00604117,2
LEAD00604116,2
LEAD00604115,2
LEAD00604114,2
LEAD00604113,2
LEAD00604112,2
LEAD00604081,2
LEAD00604111,2
LEAD00604110,2
LEAD00604109,2
LEAD00604108,2
LEAD00604107,2
LEAD00604106,2
LEAD00604105,2
LEAD00604104,2
LEAD00604103,2
LEAD00386644,1
LEAD00604102,2
LEAD00604101,2
LEAD00386599,1
LEAD00604100,2
LEAD00604099,2
LEAD00604098,2
LEAD00604097,2
LEAD00604096,2
LEAD00604095,2
LEAD00604093,2
LEAD00604094,2
LEAD00604092,2
LEAD00604091,2
LEAD00604090,2
LEAD00386595,1
LEAD00604089,2
LEAD00604088,2
LEAD00604087,2
LEAD00386559,1
LEAD00386546,1
LEAD00604086,2
LEAD00604085,2
LEAD00604084,2
LEAD00604083,2
LEAD00604082,2
LEAD00603009,1
LEAD00604080,2
LEAD00604079,2
LEAD00604078,2
LEAD00604076,2
LEAD00604075,2
LEAD00604074,2
LEAD00604073,2
LEAD00604072,2
LEAD00604071,2
LEAD00604070,2
LEAD00604068,2
LEAD00604069,2
LEAD00541586,4
LEAD00604054,2
LEAD00604067,2
LEAD00604066,2
LEAD00604065,2
LEAD00604063,2
LEAD00604062,2
LEAD00604061,2
LEAD00604060,2
LEAD00604059,2
LEAD00604058,2
LEAD00604057,2
LEAD00604056,2
LEAD00604055,2
LEAD00541360,3
LEAD00541362,3
LEAD00575551,3
LEAD00604053,2
LEAD00604052,2
LEAD00604051,2
LEAD00604050,2
LEAD00604048,2
LEAD00604049,2
LEAD00604046,2
LEAD00604047,2
LEAD00604045,2
LEAD00604044,2
LEAD00604043,2
LEAD00604042,2
LEAD00604041,2
LEAD00550473,4
LEAD00447718,1
LEAD00604039,2
LEAD00604038,2
LEAD00604037,2
LEAD00604036,2
LEAD00604035,2
LEAD00600703,4
LEAD00604034,2
LEAD00604033,2
LEAD00604032,2
LEAD00604031,2
LEAD00604030,2
LEAD00604029,2
LEAD00604028,2
LEAD00604027,2
LEAD00604026,2
LEAD00604025,2
LEAD00603175,1
LEAD00604024,2
LEAD00604023,2
LEAD00603230,1
LEAD00604022,2
LEAD00603406,2
LEAD00604021,2
LEAD00604020,2
LEAD00604019,2
LEAD00604008,2
LEAD00604018,2
LEAD00604017,2
LEAD00604016,2
LEAD00604015,2
LEAD00604014,2
LEAD00604013,2
LEAD00446464,1
LEAD00604012,2
LEAD00550491,4
LEAD00392580,1
LEAD00604011,2
LEAD00604010,2
LEAD00604009,2
LEAD00604007,2
LEAD00604006,2
LEAD00604005,2
LEAD00604004,2
LEAD00604003,2
LEAD00603999,2
LEAD00604002,2
LEAD00604001,2
LEAD00604000,2
LEAD00603998,2
LEAD00603997,2
LEAD00603996,2
LEAD00603995,2
LEAD00603994,2
LEAD00603993,2
LEAD00603992,2
LEAD00603991,2
LEAD00603990,2
LEAD00603989,2
LEAD00603988,2
LEAD00603987,2
LEAD00603986,2
LEAD00603985,2
LEAD00603984,2
LEAD00603983,2
LEAD00603982,2
LEAD00603981,2
LEAD00603980,2
LEAD00603979,2
LEAD00603978,2
LEAD00603977,2
LEAD00603976,2
LEAD00603975,2
LEAD00603974,2
LEAD00603973,2
LEAD00603972,2
LEAD00603971,2
LEAD00603970,2
LEAD00603969,2
LEAD00603968,2
LEAD00603967,2
LEAD00577835,4
LEAD00542813,4
LEAD00603966,2
LEAD00540227,3
LEAD00541335,3
LEAD00603965,2
LEAD00603964,2
LEAD00603961,2
LEAD00603963,2
LEAD00602993,1
LEAD00603962,2
LEAD00603960,2
LEAD00603959,2
LEAD00603958,2
LEAD00603955,2
LEAD00603950,2
LEAD00603952,2
LEAD00603951,2
LEAD00603949,2
LEAD00603948,2
LEAD00603947,2
LEAD00602460,1
LEAD00603946,2
LEAD00603945,2
LEAD00603944,2
LEAD00603943,2
LEAD00603942,2
LEAD00603941,2
LEAD00603940,2
LEAD00600881,4
LEAD00603939,2
LEAD00603938,2
LEAD00603937,2
LEAD00603936,2
LEAD00603935,2
LEAD00603934,2
LEAD00603933,2
LEAD00603932,2
LEAD00603930,2
LEAD00603929,2
LEAD00603928,2
LEAD00447444,1
LEAD00603927,2
LEAD00603926,2
LEAD00603925,2
LEAD00603924,2
LEAD00545258,1
LEAD00603923,2
LEAD00603922,2
LEAD00572820,2
LEAD00603921,2
LEAD00545704,2
LEAD00603920,2
LEAD00603919,2
LEAD00447723,1
LEAD00603918,2
LEAD00447755,1
LEAD00603916,2
LEAD00603915,2
LEAD00603913,2
LEAD00603912,2
LEAD00603911,2
LEAD00597684,3
LEAD00603910,2
LEAD00603909,2
LEAD00603907,2
LEAD00603906,2
LEAD00603905,2
LEAD00603904,2
LEAD00603903,2
LEAD00603902,2
LEAD00603900,2
LEAD00603899,2
LEAD00603898,2
LEAD00603897,2
LEAD00603896,2
LEAD00603895,2
LEAD00603894,2
LEAD00603893,2
LEAD00603891,2
LEAD00603890,2
LEAD00573960,2
LEAD00435029,1
LEAD00603889,2
LEAD00603888,2
LEAD00575232,3
LEAD00603887,2
LEAD00603885,2
LEAD00603884,2
LEAD00603883,2
LEAD00603882,2
LEAD00603881,2
LEAD00603880,2
LEAD00430458,1
LEAD00574718,2
LEAD00603879,2
LEAD00603878,2
LEAD00431250,1
LEAD00574954,2
LEAD00596359,2
LEAD00603467,2
LEAD00575192,3
LEAD00390513,1
LEAD00387157,1
LEAD00574728,2
LEAD00392066,1
LEAD00432970,1
LEAD00574984,2
LEAD00392064,1
LEAD00429190,1
LEAD00575708,3
LEAD00391060,1
LEAD00430622,1
LEAD00429534,1
LEAD00435291,1
LEAD00432299,1
LEAD00575198,3
LEAD00430735,1
LEAD00573937,2
LEAD00391480,1
LEAD00432015,1
LEAD00391560,1
LEAD00603872,2
LEAD00603869,2
LEAD00603867,2
LEAD00603864,2
LEAD00603861,2
LEAD00599487,4
LEAD00603857,2
LEAD00603855,2
LEAD00392404,1
LEAD00603850,2
LEAD00600479,4
LEAD00603849,2
LEAD00601643,1
LEAD00599326,4
LEAD00599297,4
LEAD00595792,2
LEAD00603847,2
LEAD00603845,2
LEAD00429547,1
LEAD00436489,1
LEAD00603838,2
LEAD00603837,2
LEAD00603835,2
LEAD00432088,1
LEAD00603831,2
LEAD00603830,2
LEAD00603829,2
LEAD00603828,2
LEAD00603827,2
LEAD00603826,2
LEAD00603825,2
LEAD00603824,2
LEAD00431593,1
LEAD00603823,2
LEAD00603822,2
LEAD00603821,2
LEAD00603820,2
LEAD00435532,1
LEAD00603819,2
LEAD00603818,2
LEAD00603816,2
LEAD00603815,2
LEAD00603814,2
LEAD00603813,2
LEAD00603812,2
LEAD00437065,1
LEAD00580924,4
LEAD00603811,2
LEAD00603810,2
LEAD00575226,3
LEAD00603808,2
LEAD00603807,2
LEAD00603806,2
LEAD00603805,2
LEAD00603804,2
LEAD00603803,2
LEAD00603802,2
LEAD00603801,2
LEAD00603800,2
LEAD00603799,2
LEAD00569602,4
LEAD00603798,2
LEAD00429585,1
LEAD00603796,2
LEAD00394550,1
LEAD00603794,2
LEAD00603792,2
LEAD00603790,2
LEAD00603788,2
LEAD00603787,2
LEAD00603785,2
LEAD00603783,2
LEAD00603782,2
LEAD00603781,2
LEAD00603780,2
LEAD00603778,2
LEAD00603777,2
LEAD00603775,2
LEAD00603773,2
LEAD00603772,2
LEAD00429115,1
LEAD00603771,2
LEAD00603770,2
LEAD00603769,2
LEAD00603768,2
LEAD00583399,4
LEAD00603767,2
LEAD00603766,2
LEAD00603765,2
LEAD00603764,2
LEAD00603763,2
LEAD00603762,2
LEAD00603761,2
LEAD00603760,2
LEAD00429026,1
LEAD00603759,2
LEAD00603758,2
LEAD00603757,2
LEAD00603756,2
LEAD00603755,2
LEAD00433008,1
LEAD00603754,2
LEAD00603753,2
LEAD00603752,2
LEAD00603751,2
LEAD00603750,2
LEAD00603749,2
LEAD00603748,2
LEAD00603747,2
LEAD00603746,2
LEAD00603745,2
LEAD00603744,2
LEAD00603743,2
LEAD00431175,1
LEAD00603742,2
LEAD00429058,1
LEAD00603740,2
LEAD00603739,2
LEAD00603738,2
LEAD00603737,2
LEAD00603735,2
LEAD00603736,2
LEAD00603734,2
LEAD00574561,2
LEAD00603732,2
LEAD00603730,2
LEAD00603728,2
LEAD00603727,2
LEAD00603726,2
LEAD00603725,2
LEAD00603723,2
LEAD00603722,2
LEAD00603721,2
LEAD00603720,2
LEAD00603719,2
LEAD00603717,2
LEAD00603716,2
LEAD00603715,2
LEAD00603714,2
LEAD00603713,2
LEAD00603712,2
LEAD00603711,2
LEAD00603710,2
LEAD00603709,2
LEAD00603708,2
LEAD00603707,2
LEAD00603706,2
LEAD00603705,2
LEAD00603704,2
LEAD00603703,2
LEAD00603702,2
LEAD00603701,2
LEAD00603700,2
LEAD00603699,2
LEAD00603698,2
LEAD00580529,4
LEAD00603696,2
LEAD00603694,2
LEAD00603693,2
LEAD00603692,2
LEAD00603691,2
LEAD00580338,4
LEAD00603690,2
LEAD00603688,2
LEAD00603687,2
LEAD00603686,2
LEAD00603685,2
LEAD00603684,2
LEAD00603683,2
LEAD00603682,2
LEAD00603681,2
LEAD00603680,2
LEAD00603679,2
LEAD00603678,2
LEAD00603677,2
LEAD00603676,2
LEAD00603675,2
LEAD00603674,2
LEAD00603673,2
LEAD00603672,2
LEAD00603671,2
LEAD00603670,2
LEAD00603669,2
LEAD00603668,2
LEAD00603667,2
LEAD00603666,2
LEAD00603663,2
LEAD00387786,1
LEAD00433805,1
LEAD00603658,2
LEAD00435572,1
LEAD00603657,2
LEAD00429446,1
LEAD00603656,2
LEAD00603654,2
LEAD00391668,1
LEAD00603653,2
LEAD00430741,1
LEAD00603651,2
LEAD00603650,2
LEAD00603648,2
LEAD00603647,2
LEAD00603646,2
LEAD00435095,1
LEAD00603644,2
LEAD00603642,2
LEAD00430642,1
LEAD00574513,2
LEAD00389034,1
LEAD00603641,2
LEAD00430212,1
LEAD00603640,2
LEAD00390037,1
LEAD00603639,2
LEAD00603638,2
LEAD00431174,1
LEAD00603635,2
LEAD00603634,2
LEAD00390245,1
LEAD00603631,2
LEAD00434854,1
LEAD00603627,2
LEAD00431731,1
LEAD00603628,2
LEAD00432409,1
LEAD00432306,1
LEAD00603624,2
LEAD00431809,1
LEAD00603623,2
LEAD00603622,2
LEAD00603621,2
LEAD00430340,1
LEAD00392184,1
LEAD00603620,2
LEAD00431958,1
LEAD00603619,2
LEAD00603618,2
LEAD00603616,2
LEAD00603615,2
LEAD00431307,1
LEAD00603613,2
LEAD00603612,2
LEAD00603610,2
LEAD00568920,4
LEAD00603609,2
LEAD00603606,2
LEAD00436978,1
LEAD00434683,1
LEAD00429209,1
LEAD00603604,2
LEAD00433544,1
LEAD00603601,2
LEAD00603585,2
LEAD00575852,3
LEAD00603600,2
LEAD00603599,2
LEAD00603598,2
LEAD00432450,1
LEAD00432964,1
LEAD00431712,1
LEAD00603597,2
LEAD00429228,1
LEAD00434135,1
LEAD00391460,1
LEAD00603596,2
LEAD00603595,2
LEAD00603594,2
LEAD00429598,1
LEAD00603593,2
LEAD00603592,2
LEAD00574961,2
LEAD00603591,2
LEAD00432196,1
LEAD00603590,2
LEAD00603589,2
LEAD00603588,2
LEAD00603587,2
LEAD00575195,3
LEAD00435017,1
LEAD00435298,1
LEAD00430491,1
LEAD00603584,2
LEAD00430352,1
LEAD00603582,2
LEAD00577599,4
LEAD00603580,2
LEAD00434116,1
LEAD00429275,1
LEAD00389564,1
LEAD00603578,2
LEAD00603577,2
LEAD00603574,2
LEAD00598258,3
LEAD00598317,3
LEAD00578249,4
LEAD00603575,2
LEAD00603573,2
LEAD00603571,2
LEAD00603572,2
LEAD00603570,2
LEAD00603569,2
LEAD00540818,3
LEAD00583258,4
LEAD00603568,2
LEAD00472600,1
LEAD00603566,2
LEAD00603564,2
LEAD00603562,2
LEAD00574552,2
LEAD00430710,1
LEAD00435789,1
LEAD00392421,1
LEAD00577659,4
LEAD00433599,1
LEAD00436955,1
LEAD00431272,1
LEAD00430054,1
LEAD00433621,1
LEAD00435168,1
LEAD00603557,2
LEAD00435841,1
LEAD00575805,3
LEAD00431375,1
LEAD00603556,2
LEAD00434681,1
LEAD00436186,1
LEAD00430707,1
LEAD00431590,1
LEAD00603555,2
LEAD00434992,1
LEAD00391770,1
LEAD00603554,2
LEAD00434446,1
LEAD00575806,3
LEAD00603553,2
LEAD00603552,2
LEAD00430727,1
LEAD00603551,2
LEAD00435210,1
LEAD00431800,1
LEAD00429464,1
LEAD00430199,1
LEAD00575191,3
LEAD00435342,1
LEAD00433715,1
LEAD00434099,1
LEAD00574912,2
LEAD00603550,2
LEAD00429488,1
LEAD00436207,1
LEAD00432039,1
LEAD00430288,1
LEAD00435536,1
LEAD00603549,2
LEAD00435701,1
LEAD00434589,1
LEAD00603548,2
LEAD00436098,1
LEAD00603547,2
LEAD00434127,1
LEAD00574894,2
LEAD00433033,1
LEAD00386636,1
LEAD00435146,1
LEAD00603546,2
LEAD00603545,2
LEAD00603544,2
LEAD00430688,1
LEAD00433134,1
LEAD00603543,2
LEAD00434527,1
LEAD00430256,1
LEAD00387372,1
LEAD00603542,2
LEAD00603541,2
LEAD00433907,1
LEAD00429757,1
LEAD00435747,1
LEAD00428700,1
LEAD00392195,1
LEAD00575721,3
LEAD00429910,1
LEAD00600665,4
LEAD00603540,2
LEAD00584905,4
LEAD00603539,2
LEAD00599806,4
LEAD00577603,4
LEAD00434463,1
LEAD00430261,1
LEAD00430275,1
LEAD00433603,1
LEAD00435806,1
LEAD00431243,1
LEAD00434802,1
LEAD00430865,1
LEAD00388887,1
LEAD00603538,2
LEAD00392694,1
LEAD00392018,1
LEAD00430492,1
LEAD00430174,1
LEAD00432824,1
LEAD00603537,2
LEAD00428323,1
LEAD00435269,1
LEAD00431280,1
LEAD00603536,2
LEAD00431751,1
LEAD00433563,1
LEAD00432588,1
LEAD00433712,1
LEAD00433377,1
LEAD00429319,1
LEAD00434611,1
LEAD00431260,1
LEAD00434047,1
LEAD00431070,1
LEAD00429635,1
LEAD00432380,1
LEAD00429254,1
LEAD00574891,2
LEAD00603535,2
LEAD00429334,1
LEAD00435478,1
LEAD00429528,1
LEAD00427941,1
LEAD00575563,3
LEAD00437249,1
LEAD00432710,1
LEAD00434191,1
LEAD00428993,1
LEAD00432206,1
LEAD00434747,1
LEAD00603534,2
LEAD00392200,1
LEAD00434209,1
LEAD00430393,1
LEAD00429261,1
LEAD00429527,1
LEAD00430796,1
LEAD00430702,1
LEAD00433064,1
LEAD00435046,1
LEAD00433166,1
LEAD00435648,1
LEAD00428024,1
LEAD00435739,1
LEAD00390912,1
LEAD00431141,1
LEAD00603533,2
LEAD00603532,2
LEAD00603531,2
LEAD00603530,2
LEAD00603529,2
LEAD00603528,2
LEAD00603527,2
LEAD00603526,2
LEAD00603525,2
LEAD00603524,2
LEAD00580588,4
LEAD00580455,4
LEAD00603523,2
LEAD00580519,4
LEAD00580901,4
LEAD00603522,2
LEAD00580323,4
LEAD00580332,4
LEAD00580392,4
LEAD00603521,2
LEAD00580469,4
LEAD00603520,2
LEAD00580539,4
LEAD00580598,4
LEAD00580670,4
LEAD00603519,2
LEAD00603518,2
LEAD00603517,2
LEAD00603516,2
LEAD00603515,2
LEAD00603514,2
LEAD00580942,4
LEAD00603513,2
LEAD00603512,2
LEAD00580458,4
LEAD00603511,2
LEAD00580804,4
LEAD00603510,2
LEAD00603509,2
LEAD00569686,4
LEAD00603508,2
LEAD00603507,2
LEAD00603506,2
LEAD00580321,4
LEAD00603505,2
LEAD00603504,2
LEAD00603503,2
LEAD00603502,2
LEAD00570030,4
LEAD00603498,2
LEAD00580581,4
LEAD00580599,4
LEAD00603497,2
LEAD00603496,2
LEAD00603495,2
LEAD00603494,2
LEAD00603493,2
LEAD00603492,2
LEAD00603491,2
LEAD00603490,2
LEAD00603489,2
LEAD00603488,2
LEAD00603487,2
LEAD00603483,2
LEAD00603482,2
LEAD00603480,2
LEAD00603479,2
LEAD00603478,2
LEAD00603477,2
LEAD00603476,2
LEAD00603474,2
LEAD00603473,2
LEAD00603460,2
LEAD00603472,2
LEAD00603471,2
LEAD00603470,2
LEAD00603469,2
LEAD00603468,2
LEAD00603466,2
LEAD00603465,2
LEAD00603464,2
LEAD00603463,2
LEAD00603461,2
LEAD00603458,2
LEAD00603459,2
LEAD00603457,2
LEAD00603456,2
LEAD00603455,2
LEAD00603454,2
LEAD00603453,2
LEAD00603452,2
LEAD00603451,2
LEAD00603450,2
LEAD00603449,2
LEAD00603448,2
LEAD00603447,2
LEAD00603446,2
LEAD00603445,2
LEAD00603443,2
LEAD00603442,2
LEAD00603441,2
LEAD00603440,2
LEAD00603439,2
LEAD00603438,2
LEAD00603437,2
LEAD00603436,2
LEAD00603435,2
LEAD00603434,2
LEAD00603433,2
LEAD00603432,2
LEAD00603430,2
LEAD00603426,2
LEAD00603423,2
LEAD00603421,2
LEAD00603422,2
LEAD00603420,2
LEAD00603419,2
LEAD00603418,2
LEAD00603417,2
LEAD00603414,2
LEAD00603416,2
LEAD00603415,2
LEAD00603413,2
LEAD00603412,2
LEAD00603411,2
LEAD00603409,2
LEAD00603410,2
LEAD00603408,2
LEAD00603407,2
LEAD00603405,2
LEAD00603404,2
LEAD00603403,2
LEAD00603402,2
LEAD00603401,2
LEAD00603400,2
LEAD00603399,2
LEAD00603398,2
LEAD00603397,2
LEAD00603396,2
LEAD00603395,2
LEAD00603394,2
LEAD00603393,2
LEAD00603392,2
LEAD00603391,2
LEAD00603390,2
LEAD00603389,2
LEAD00603388,2
LEAD00603387,2
LEAD00603386,2
LEAD00603385,2
LEAD00603384,2
LEAD00603383,2
LEAD00603382,2
LEAD00603381,2
LEAD00603380,2
LEAD00603379,2
LEAD00603378,2
LEAD00603377,2
LEAD00603376,2
LEAD00603375,2
LEAD00603374,2
LEAD00603373,2
LEAD00603372,2
LEAD00603371,2
LEAD00603370,2
LEAD00603369,2
LEAD00603368,2
LEAD00603367,2
LEAD00603366,2
LEAD00603365,2
LEAD00603364,2
LEAD00603363,2
LEAD00603362,2
LEAD00603361,2
LEAD00603360,2
LEAD00603359,2
LEAD00603358,2
LEAD00603357,2
LEAD00603355,2
LEAD00603354,2
LEAD00603349,2
LEAD00603348,2
LEAD00603347,2
LEAD00603346,2
LEAD00603345,2
LEAD00603344,2
LEAD00603343,2
LEAD00603342,2
LEAD00603341,2
LEAD00603340,2
LEAD00603339,2
LEAD00603338,2
LEAD00603337,2
LEAD00603333,2
LEAD00603336,2
LEAD00603335,2
LEAD00603334,2
LEAD00603332,2
LEAD00603331,2
LEAD00603330,2
LEAD00603329,2
LEAD00603328,2
LEAD00603327,2
LEAD00603326,2
LEAD00603325,2
LEAD00603324,2
LEAD00603323,2
LEAD00603322,2
LEAD00603321,2
LEAD00603320,2
LEAD00603319,2
LEAD00603318,2
LEAD00603317,2
LEAD00603316,2
LEAD00603315,2
LEAD00603314,2
LEAD00603313,2
LEAD00603312,2
LEAD00603311,2
LEAD00603310,2
LEAD00603309,2
LEAD00603308,1
LEAD00603307,1
LEAD00603306,1
LEAD00603305,1
LEAD00603304,1
LEAD00603303,1
LEAD00603302,1
LEAD00603301,1
LEAD00603300,1
LEAD00603299,1
LEAD00603298,1
LEAD00603295,1
LEAD00603294,1
LEAD00603293,1
LEAD00603292,1
LEAD00603291,1
LEAD00603290,1
LEAD00603289,1
LEAD00603288,1
