number,u_week
LEAD00575402,3
LEAD00575396,3
LEAD00575349,3
LEAD00575425,3
LEAD00575403,3
LEAD00575374,3
LEAD00575397,3
LEAD00575378,3
LEAD00575434,3
LEAD00575385,3
LEAD00575346,3
LEAD00575362,3
LEAD00575377,3
LEAD00575450,3
LEAD00575343,3
LEAD00575345,3
LEAD00575383,3
LEAD00575381,3
LEAD00575355,3
LEAD00575430,3
LEAD00575353,3
LEAD00575358,3
LEAD00575364,3
LEAD00575365,3
LEAD00575367,3
LEAD00575431,3
LEAD00575368,3
LEAD00575426,3
LEAD00575435,3
LEAD00575404,3
LEAD00575384,3
LEAD00575371,3
LEAD00575407,3
LEAD00575438,3
LEAD00575356,3
LEAD00575388,3
LEAD00575419,3
LEAD00575424,3
LEAD00575366,3
LEAD00575429,3
LEAD00575360,3
LEAD00575441,3
LEAD00575391,3
LEAD00575400,3
LEAD00575357,3
LEAD00575354,3
LEAD00575344,3
LEAD00575395,3
LEAD00575428,3
LEAD00575380,3
LEAD00575359,3
LEAD00575350,3
LEAD00575370,3
LEAD00575433,3
LEAD00575427,3
LEAD00575389,3
LEAD00575373,3
LEAD00575392,3
LEAD00575422,3
LEAD00575398,3
LEAD00575393,3
LEAD00575363,3
LEAD00575376,3
LEAD00575399,3
LEAD00575401,3
LEAD00575347,3
LEAD00575405,3
LEAD00575386,3
LEAD00575432,3
LEAD00575417,3
LEAD00575348,3
LEAD00575387,3
LEAD00575449,3
LEAD00575352,3
LEAD00575379,3
LEAD00575406,3
LEAD00575390,3
LEAD00575375,3
LEAD00575440,3
LEAD00575372,3
LEAD00575382,3
LEAD00575394,3
LEAD00575439,3
LEAD00575451,3
LEAD00575351,3
LEAD00575418,3
LEAD00575445,3
LEAD00575437,3
LEAD00575455,3
LEAD00575421,3
LEAD00575369,3
LEAD00575274,3
LEAD00575341,3
LEAD00575321,3
LEAD00575265,3
LEAD00575280,3
LEAD00575278,3
LEAD00575256,3
LEAD00575315,3
LEAD00575330,3
LEAD00575255,3
LEAD00575328,3
LEAD00575339,3
LEAD00575309,3
LEAD00575247,3
LEAD00575336,3
LEAD00575297,3
LEAD00575323,3
LEAD00575292,3
LEAD00575267,3
LEAD00575334,3
LEAD00575300,3
LEAD00575252,3
LEAD00575277,3
LEAD00575269,3
LEAD00575329,3
LEAD00575266,3
LEAD00575335,3
LEAD00575307,3
LEAD00575322,3
LEAD00575342,3
LEAD00575299,3
LEAD00575290,3
LEAD00575287,3
LEAD00575305,3
LEAD00575331,3
LEAD00575288,3
LEAD00575327,3
LEAD00575289,3
LEAD00575272,3
LEAD00575291,3
LEAD00575338,3
LEAD00575259,3
LEAD00575324,3
LEAD00575263,3
LEAD00575308,3
LEAD00575264,3
LEAD00575251,3
LEAD00575258,3
LEAD00575286,3
LEAD00575298,3
LEAD00575273,3
LEAD00575257,3
LEAD00575332,3
LEAD00575320,3
LEAD00575318,3
LEAD00575276,3
LEAD00575301,3
LEAD00575326,3
LEAD00575262,3
LEAD00575319,3
LEAD00575279,3
LEAD00575254,3
LEAD00575311,3
LEAD00575261,3
LEAD00575303,3
LEAD00575312,3
LEAD00575249,3
LEAD00575270,3
LEAD00575281,3
LEAD00575316,3
LEAD00575310,3
LEAD00575296,3
LEAD00575340,3
LEAD00575295,3
LEAD00575268,3
LEAD00575304,3
LEAD00575294,3
LEAD00575253,3
LEAD00575302,3
LEAD00575306,3
LEAD00575250,3
LEAD00575248,3
LEAD00575293,3
LEAD00575317,3
LEAD00575333,3
LEAD00575260,3
LEAD00575314,3
LEAD00575325,3
LEAD00575285,3
LEAD00575337,3
LEAD00575271,3
LEAD00575241,3
LEAD00575201,3
LEAD00575158,2
LEAD00575169,2
LEAD00575175,3
LEAD00575227,3
LEAD00575225,3
LEAD00575154,2
LEAD00575178,3
LEAD00575166,2
LEAD00575204,3
LEAD00575216,3
LEAD00575236,3
LEAD00575206,3
LEAD00575155,2
LEAD00575202,3
LEAD00575218,3
LEAD00575223,3
LEAD00575193,3
LEAD00575194,3
LEAD00575173,2
LEAD00575235,3
LEAD00575214,3
LEAD00575184,3
LEAD00575205,3
LEAD00575200,3
LEAD00575238,3
LEAD00575189,3
LEAD00575167,2
LEAD00575242,3
LEAD00575172,2
LEAD00575188,3
LEAD00575211,3
LEAD00575186,3
LEAD00575168,2
LEAD00575185,3
LEAD00575219,3
LEAD00575213,3
LEAD00575217,3
LEAD00575239,3
LEAD00575160,2
LEAD00575190,3
LEAD00575165,2
LEAD00575161,2
LEAD00575220,3
LEAD00575162,2
LEAD00575246,3
LEAD00575180,3
LEAD00575171,2
LEAD00575207,3
LEAD00575245,3
LEAD00575176,3
LEAD00575197,3
LEAD00575228,3
LEAD00575244,3
LEAD00575233,3
LEAD00575215,3
LEAD00575210,3
LEAD00575187,3
LEAD00575182,3
LEAD00575183,3
LEAD00575179,3
LEAD00575181,3
LEAD00575243,3
LEAD00575209,3
LEAD00575196,3
LEAD00575234,3
LEAD00575199,3
LEAD00575222,3
LEAD00575203,3
LEAD00575174,2
LEAD00575237,3
LEAD00575224,3
LEAD00575221,3
LEAD00575170,2
LEAD00575177,3
LEAD00575212,3
LEAD00575240,3
LEAD00575208,3
LEAD00575137,2
LEAD00575106,2
LEAD00575049,2
LEAD00575066,2
LEAD00575117,2
LEAD00575063,2
LEAD00575079,2
LEAD00575135,2
LEAD00575114,2
LEAD00575073,2
LEAD00575123,2
LEAD00575121,2
LEAD00575055,2
LEAD00575139,2
LEAD00575075,2
LEAD00575040,2
LEAD00575072,2
LEAD00575112,2
LEAD00575056,2
LEAD00575138,2
LEAD00575151,2
LEAD00575048,2
LEAD00575060,2
LEAD00575126,2
LEAD00575076,2
LEAD00575118,2
LEAD00575089,2
LEAD00575142,2
LEAD00575105,2
LEAD00575061,2
LEAD00575086,2
LEAD00575109,2
LEAD00575039,2
LEAD00575110,2
LEAD00575136,2
LEAD00575107,2
LEAD00575087,2
LEAD00575145,2
LEAD00575058,2
LEAD00575092,2
LEAD00575037,2
LEAD00575082,2
LEAD00575070,2
LEAD00575111,2
LEAD00575067,2
LEAD00575078,2
LEAD00575057,2
LEAD00575062,2
LEAD00575150,2
LEAD00575052,2
LEAD00575047,2
LEAD00575065,2
LEAD00575071,2
LEAD00575053,2
LEAD00575085,2
LEAD00575068,2
LEAD00575088,2
LEAD00575148,2
LEAD00575074,2
LEAD00575093,2
LEAD00575081,2
LEAD00575077,2
LEAD00575113,2
LEAD00575146,2
LEAD00575124,2
LEAD00575127,2
LEAD00575069,2
LEAD00575134,2
LEAD00575091,2
LEAD00575108,2
LEAD00575143,2
LEAD00575120,2
LEAD00575038,2
LEAD00575100,2
LEAD00575059,2
LEAD00575147,2
LEAD00575122,2
LEAD00575144,2
LEAD00575090,2
LEAD00575083,2
LEAD00575064,2
LEAD00575104,2
LEAD00575080,2
LEAD00575054,2
LEAD00575116,2
LEAD00575119,2
LEAD00575050,2
LEAD00575084,2
LEAD00575140,2
LEAD00575115,2
LEAD00575051,2
LEAD00575141,2
LEAD00575125,2
LEAD00575017,2
LEAD00574948,2
LEAD00575016,2
LEAD00575035,2
LEAD00574973,2
LEAD00575024,2
LEAD00574986,2
LEAD00574980,2
LEAD00574976,2
LEAD00574997,2
LEAD00574969,2
LEAD00574964,2
LEAD00574995,2
LEAD00575034,2
LEAD00574950,2
LEAD00575036,2
LEAD00575015,2
LEAD00574967,2
LEAD00575005,2
LEAD00574987,2
LEAD00574993,2
LEAD00575029,2
LEAD00575011,2
LEAD00574994,2
LEAD00575030,2
LEAD00575007,2
LEAD00574989,2
LEAD00574960,2
LEAD00574963,2
LEAD00574952,2
LEAD00575032,2
LEAD00574966,2
LEAD00574998,2
LEAD00575021,2
LEAD00575020,2
LEAD00574985,2
LEAD00574945,2
LEAD00575012,2
LEAD00574953,2
LEAD00574951,2
LEAD00575033,2
LEAD00574946,2
LEAD00574956,2
LEAD00575000,2
LEAD00574947,2
LEAD00575006,2
LEAD00574991,2
LEAD00574978,2
LEAD00575031,2
LEAD00574988,2
LEAD00574974,2
LEAD00574972,2
LEAD00575025,2
LEAD00574968,2
LEAD00574977,2
LEAD00575002,2
LEAD00575026,2
LEAD00574990,2
LEAD00574983,2
LEAD00575022,2
LEAD00574970,2
LEAD00574996,2
LEAD00575014,2
LEAD00574957,2
LEAD00575023,2
LEAD00574958,2
LEAD00575027,2
LEAD00575019,2
LEAD00574992,2
LEAD00575008,2
LEAD00574971,2
LEAD00574955,2
LEAD00575001,2
LEAD00574962,2
LEAD00575028,2
LEAD00575013,2
LEAD00574944,2
LEAD00574979,2
LEAD00575010,2
LEAD00574959,2
LEAD00575003,2
LEAD00574981,2
LEAD00574975,2
LEAD00575018,2
LEAD00574949,2
LEAD00575009,2
LEAD00574982,2
LEAD00574965,2
LEAD00574999,2
LEAD00574843,2
LEAD00574897,2
LEAD00574826,2
LEAD00574892,2
LEAD00574854,2
LEAD00574902,2
LEAD00574885,2
LEAD00574842,2
LEAD00574883,2
LEAD00574867,2
LEAD00574859,2
LEAD00574882,2
LEAD00574828,2
LEAD00574876,2
LEAD00574888,2
LEAD00574942,2
LEAD00574844,2
LEAD00574875,2
LEAD00574834,2
LEAD00574862,2
LEAD00574910,2
LEAD00574880,2
LEAD00574895,2
LEAD00574864,2
LEAD00574911,2
LEAD00574896,2
LEAD00574839,2
LEAD00574827,2
LEAD00574851,2
LEAD00574874,2
LEAD00574845,2
LEAD00574873,2
LEAD00574884,2
LEAD00574870,2
LEAD00574830,2
LEAD00574852,2
LEAD00574857,2
LEAD00574850,2
LEAD00574908,2
LEAD00574853,2
LEAD00574930,2
LEAD00574939,2
LEAD00574865,2
LEAD00574872,2
LEAD00574858,2
LEAD00574835,2
LEAD00574943,2
LEAD00574841,2
LEAD00574903,2
LEAD00574890,2
LEAD00574940,2
LEAD00574909,2
LEAD00574878,2
LEAD00574846,2
LEAD00574887,2
LEAD00574868,2
LEAD00574913,2
LEAD00574886,2
LEAD00574914,2
LEAD00574881,2
LEAD00574907,2
LEAD00574832,2
LEAD00574836,2
LEAD00574941,2
LEAD00574893,2
LEAD00574856,2
LEAD00574866,2
LEAD00574869,2
LEAD00574901,2
LEAD00574871,2
LEAD00574831,2
LEAD00574829,2
LEAD00574863,2
LEAD00574905,2
LEAD00574879,2
LEAD00574837,2
LEAD00574906,2
LEAD00574840,2
LEAD00574861,2
LEAD00574838,2
LEAD00574877,2
LEAD00574860,2
LEAD00574833,2
LEAD00574904,2
LEAD00574889,2
LEAD00574855,2
LEAD00574731,2
LEAD00574776,2
LEAD00574744,2
LEAD00574773,2
LEAD00574750,2
LEAD00574758,2
LEAD00574759,2
LEAD00574815,2
LEAD00574777,2
LEAD00574824,2
LEAD00574730,2
LEAD00574775,2
LEAD00574760,2
LEAD00574790,2
LEAD00574761,2
LEAD00574822,2
LEAD00574749,2
LEAD00574780,2
LEAD00574793,2
LEAD00574756,2
LEAD00574737,2
LEAD00574799,2
LEAD00574795,2
LEAD00574784,2
LEAD00574785,2
LEAD00574811,2
LEAD00574806,2
LEAD00574812,2
LEAD00574767,2
LEAD00574787,2
LEAD00574810,2
LEAD00574800,2
LEAD00574821,2
LEAD00574762,2
LEAD00574809,2
LEAD00574788,2
LEAD00574789,2
LEAD00574769,2
LEAD00574751,2
LEAD00574732,2
LEAD00574742,2
LEAD00574797,2
LEAD00574727,2
LEAD00574808,2
LEAD00574807,2
LEAD00574819,2
LEAD00574766,2
LEAD00574736,2
LEAD00574796,2
LEAD00574752,2
LEAD00574740,2
LEAD00574823,2
LEAD00574729,2
LEAD00574748,2
LEAD00574765,2
LEAD00574791,2
LEAD00574818,2
LEAD00574739,2
LEAD00574820,2
LEAD00574817,2
LEAD00574763,2
LEAD00574802,2
LEAD00574801,2
LEAD00574764,2
LEAD00574781,2
LEAD00574798,2
LEAD00574743,2
LEAD00574813,2
LEAD00574786,2
LEAD00574816,2
LEAD00574794,2
LEAD00574753,2
LEAD00574803,2
LEAD00574825,2
LEAD00574774,2
LEAD00574805,2
LEAD00574792,2
LEAD00574754,2
LEAD00574770,2
LEAD00574772,2
LEAD00574768,2
LEAD00574782,2
LEAD00574741,2
LEAD00574783,2
LEAD00574771,2
LEAD00574778,2
LEAD00574685,2
LEAD00574614,2
LEAD00574717,2
LEAD00574657,2
LEAD00574626,2
LEAD00574725,2
LEAD00574660,2
LEAD00574621,2
LEAD00574628,2
LEAD00574670,2
LEAD00574652,2
LEAD00574639,2
LEAD00574710,2
LEAD00574636,2
LEAD00574651,2
LEAD00574714,2
LEAD00574683,2
LEAD00574612,2
LEAD00574687,2
LEAD00574716,2
LEAD00574703,2
LEAD00574709,2
LEAD00574624,2
LEAD00574721,2
LEAD00574677,2
LEAD00574664,2
LEAD00574658,2
LEAD00574663,2
LEAD00574665,2
LEAD00574679,2
LEAD00574684,2
LEAD00574678,2
LEAD00574707,2
LEAD00574666,2
LEAD00574726,2
LEAD00574688,2
LEAD00574706,2
LEAD00574662,2
LEAD00574669,2
LEAD00574644,2
LEAD00574615,2
LEAD00574711,2
LEAD00574722,2
LEAD00574650,2
LEAD00574724,2
LEAD00574661,2
LEAD00574715,2
LEAD00574623,2
LEAD00574618,2
LEAD00574648,2
LEAD00574653,2
LEAD00574616,2
LEAD00574622,2
LEAD00574649,2
LEAD00574617,2
LEAD00574667,2
LEAD00574627,2
LEAD00574705,2
LEAD00574620,2
LEAD00574643,2
LEAD00574613,2
LEAD00574692,2
LEAD00574611,2
LEAD00574673,2
LEAD00574712,2
LEAD00574625,2
LEAD00574720,2
LEAD00574619,2
LEAD00574708,2
LEAD00574672,2
LEAD00574647,2
LEAD00574719,2
LEAD00574686,2
LEAD00574641,2
LEAD00574646,2
LEAD00574713,2
LEAD00574723,2
LEAD00574693,2
LEAD00574675,2
LEAD00574704,2
LEAD00574655,2
LEAD00574596,2
LEAD00574529,2
LEAD00574525,2
LEAD00574570,2
LEAD00574586,2
LEAD00574580,2
LEAD00574521,2
LEAD00574605,2
LEAD00574585,2
LEAD00574584,2
LEAD00574571,2
LEAD00574566,2
LEAD00574534,2
LEAD00574577,2
LEAD00574579,2
LEAD00574527,2
LEAD00574583,2
LEAD00574545,2
LEAD00574574,2
LEAD00574590,2
LEAD00574542,2
LEAD00574532,2
LEAD00574591,2
LEAD00574601,2
LEAD00574540,2
LEAD00574600,2
LEAD00574588,2
LEAD00574548,2
LEAD00574549,2
LEAD00574523,2
LEAD00574589,2
LEAD00574569,2
LEAD00574544,2
LEAD00574522,2
LEAD00574556,2
LEAD00574587,2
LEAD00574575,2
LEAD00574518,2
LEAD00574603,2
LEAD00574608,2
LEAD00574554,2
LEAD00574560,2
LEAD00574526,2
LEAD00574602,2
LEAD00574563,2
LEAD00574609,2
LEAD00574524,2
LEAD00574537,2
LEAD00574597,2
LEAD00574553,2
LEAD00574598,2
LEAD00574543,2
LEAD00574533,2
LEAD00574519,2
LEAD00574559,2
LEAD00574546,2
LEAD00574536,2
LEAD00574592,2
LEAD00574599,2
LEAD00574562,2
LEAD00574604,2
LEAD00574578,2
LEAD00574530,2
LEAD00574535,2
LEAD00574531,2
LEAD00574528,2
LEAD00574550,2
LEAD00574581,2
LEAD00574558,2
LEAD00574606,2
LEAD00574551,2
LEAD00574576,2
LEAD00574557,2
LEAD00574538,2
LEAD00574555,2
LEAD00574567,2
LEAD00574539,2
LEAD00574568,2
LEAD00574573,2
LEAD00574520,2
LEAD00574572,2
LEAD00574564,2
LEAD00574486,2
LEAD00574501,2
LEAD00574499,2
LEAD00574422,2
LEAD00574504,2
LEAD00574456,2
LEAD00574419,2
LEAD00574511,2
LEAD00574516,2
LEAD00574515,2
LEAD00574435,2
LEAD00574453,2
LEAD00574517,2
LEAD00574491,2
LEAD00574500,2
LEAD00574476,2
LEAD00574423,2
LEAD00574421,2
LEAD00574466,2
LEAD00574494,2
LEAD00574431,2
LEAD00574502,2
LEAD00574447,2
LEAD00574479,2
LEAD00574478,2
LEAD00574485,2
LEAD00574436,2
LEAD00574429,2
LEAD00574452,2
LEAD00574440,2
LEAD00574509,2
LEAD00574438,2
LEAD00574503,2
LEAD00574432,2
LEAD00574495,2
LEAD00574411,2
LEAD00574493,2
LEAD00574426,2
LEAD00574480,2
LEAD00574487,2
LEAD00574461,2
LEAD00574424,2
LEAD00574439,2
LEAD00574484,2
LEAD00574415,2
LEAD00574420,2
LEAD00574454,2
LEAD00574510,2
LEAD00574460,2
LEAD00574441,2
LEAD00574445,2
LEAD00574434,2
LEAD00574417,2
LEAD00574427,2
LEAD00574437,2
LEAD00574508,2
LEAD00574455,2
LEAD00574448,2
LEAD00574449,2
LEAD00574481,2
LEAD00574492,2
LEAD00574450,2
LEAD00574451,2
LEAD00574457,2
LEAD00574489,2
LEAD00574458,2
LEAD00574512,2
LEAD00574433,2
LEAD00574430,2
LEAD00574443,2
LEAD00574505,2
LEAD00574482,2
LEAD00574418,2
LEAD00574477,2
LEAD00574498,2
LEAD00574490,2
LEAD00574496,2
LEAD00574412,2
LEAD00574497,2
LEAD00574442,2
LEAD00574488,2
LEAD00574514,2
LEAD00574459,2
LEAD00574414,2
LEAD00574425,2
LEAD00574428,2
LEAD00574507,2
LEAD00574416,2
LEAD00574446,2
LEAD00574413,2
LEAD00574506,2
LEAD00574343,2
LEAD00574378,2
LEAD00574344,2
LEAD00574318,2
LEAD00574386,2
LEAD00574387,2
LEAD00574320,2
LEAD00574335,2
LEAD00574390,2
LEAD00574400,2
LEAD00574350,2
LEAD00574375,2
LEAD00574399,2
LEAD00574361,2
LEAD00574345,2
LEAD00574389,2
LEAD00574388,2
LEAD00574342,2
LEAD00574398,2
LEAD00574323,2
LEAD00574348,2
LEAD00574314,2
LEAD00574406,2
LEAD00574397,2
LEAD00574409,2
LEAD00574358,2
LEAD00574402,2
LEAD00574333,2
LEAD00574392,2
LEAD00574309,2
LEAD00574315,2
LEAD00574381,2
LEAD00574321,2
LEAD00574326,2
LEAD00574312,2
LEAD00574373,2
LEAD00574327,2
LEAD00574337,2
LEAD00574391,2
LEAD00574379,2
LEAD00574383,2
LEAD00574317,2
LEAD00574382,2
LEAD00574362,2
LEAD00574349,2
LEAD00574396,2
LEAD00574394,2
LEAD00574352,2
LEAD00574356,2
LEAD00574360,2
LEAD00574336,2
LEAD00574393,2
LEAD00574374,2
LEAD00574310,2
LEAD00574313,2
LEAD00574311,2
LEAD00574357,2
LEAD00574407,2
LEAD00574322,2
LEAD00574404,2
LEAD00574319,2
LEAD00574376,2
LEAD00574338,2
LEAD00574334,2
LEAD00574353,2
LEAD00574395,2
LEAD00574359,2
LEAD00574405,2
LEAD00574347,2
LEAD00574380,2
LEAD00574325,2
LEAD00574366,2
LEAD00574363,2
LEAD00574408,2
LEAD00574354,2
LEAD00574365,2
LEAD00574332,2
LEAD00574384,2
LEAD00574403,2
LEAD00574274,2
LEAD00574216,2
LEAD00574276,2
LEAD00574300,2
LEAD00574210,2
LEAD00574298,2
LEAD00574287,2
LEAD00574217,2
LEAD00574240,2
LEAD00574209,2
LEAD00574293,2
LEAD00574259,2
LEAD00574249,2
LEAD00574228,2
LEAD00574239,2
LEAD00574234,2
LEAD00574266,2
LEAD00574264,2
LEAD00574257,2
LEAD00574297,2
LEAD00574252,2
LEAD00574226,2
LEAD00574238,2
LEAD00574286,2
LEAD00574270,2
LEAD00574294,2
LEAD00574232,2
LEAD00574233,2
LEAD00574247,2
LEAD00574305,2
LEAD00574229,2
LEAD00574258,2
LEAD00574211,2
LEAD00574235,2
LEAD00574224,2
LEAD00574282,2
LEAD00574303,2
LEAD00574241,2
LEAD00574230,2
LEAD00574261,2
LEAD00574227,2
LEAD00574243,2
LEAD00574304,2
LEAD00574254,2
LEAD00574288,2
LEAD00574307,2
LEAD00574296,2
LEAD00574212,2
LEAD00574263,2
LEAD00574213,2
LEAD00574291,2
LEAD00574215,2
LEAD00574256,2
LEAD00574225,2
LEAD00574283,2
LEAD00574255,2
LEAD00574289,2
LEAD00574253,2
LEAD00574301,2
LEAD00574267,2
LEAD00574222,2
LEAD00574236,2
LEAD00574269,2
LEAD00574260,2
LEAD00574278,2
LEAD00574292,2
LEAD00574271,2
LEAD00574265,2
LEAD00574245,2
LEAD00574251,2
LEAD00574279,2
LEAD00574223,2
LEAD00574306,2
LEAD00574299,2
LEAD00574244,2
LEAD00574273,2
LEAD00574231,2
LEAD00574248,2
LEAD00574285,2
LEAD00574277,2
LEAD00574246,2
LEAD00574208,2
LEAD00574280,2
LEAD00574242,2
LEAD00574214,2
LEAD00574250,2
LEAD00574218,2
LEAD00574237,2
LEAD00574272,2
LEAD00574181,2
LEAD00574191,2
LEAD00574187,2
LEAD00574126,2
LEAD00574121,2
LEAD00574189,2
LEAD00574130,2
LEAD00574122,2
LEAD00574198,2
LEAD00574203,2
LEAD00574177,2
LEAD00574124,2
LEAD00574164,2
LEAD00574205,2
LEAD00574159,2
LEAD00574137,2
LEAD00574163,2
LEAD00574138,2
LEAD00574184,2
LEAD00574115,2
LEAD00574172,2
LEAD00574108,2
LEAD00574186,2
LEAD00574156,2
LEAD00574202,2
LEAD00574147,2
LEAD00574206,2
LEAD00574167,2
LEAD00574207,2
LEAD00574169,2
LEAD00574162,2
LEAD00574113,2
LEAD00574119,2
LEAD00574173,2
LEAD00574139,2
LEAD00574179,2
LEAD00574107,2
LEAD00574142,2
LEAD00574180,2
LEAD00574106,2
LEAD00574125,2
LEAD00574166,2
LEAD00574183,2
LEAD00574199,2
LEAD00574195,2
LEAD00574109,2
LEAD00574148,2
LEAD00574196,2
LEAD00574182,2
LEAD00574114,2
LEAD00574200,2
LEAD00574111,2
LEAD00574128,2
LEAD00574157,2
LEAD00574131,2
LEAD00574197,2
LEAD00574158,2
LEAD00574178,2
LEAD00574161,2
LEAD00574118,2
LEAD00574176,2
LEAD00574171,2
LEAD00574146,2
LEAD00574135,2
LEAD00574141,2
LEAD00574194,2
LEAD00574123,2
LEAD00574160,2
LEAD00574201,2
LEAD00574204,2
LEAD00574151,2
LEAD00574120,2
LEAD00574168,2
LEAD00574153,2
LEAD00574110,2
LEAD00574165,2
LEAD00574149,2
LEAD00574188,2
LEAD00574152,2
LEAD00574192,2
LEAD00574190,2
LEAD00574136,2
LEAD00574185,2
LEAD00574170,2
LEAD00574150,2
LEAD00574133,2
LEAD00574134,2
LEAD00574112,2
LEAD00574193,2
LEAD00574117,2
LEAD00574010,2
LEAD00574087,2
LEAD00574041,2
LEAD00574046,2
LEAD00574018,2
LEAD00574102,2
LEAD00574049,2
LEAD00574062,2
LEAD00574100,2
LEAD00574054,2
LEAD00574084,2
LEAD00574028,2
LEAD00574040,2
LEAD00574048,2
LEAD00574029,2
LEAD00574056,2
LEAD00574019,2
LEAD00574020,2
LEAD00574088,2
LEAD00574050,2
LEAD00574063,2
LEAD00574089,2
LEAD00574037,2
LEAD00574079,2
LEAD00574099,2
LEAD00574021,2
LEAD00574075,2
LEAD00574017,2
LEAD00574069,2
LEAD00574057,2
LEAD00574097,2
LEAD00574092,2
LEAD00574022,2
LEAD00574045,2
LEAD00574071,2
LEAD00574064,2
LEAD00574083,2
LEAD00574096,2
LEAD00574070,2
LEAD00574094,2
LEAD00574031,2
LEAD00574027,2
LEAD00574023,2
LEAD00574090,2
LEAD00574026,2
LEAD00574030,2
LEAD00574055,2
LEAD00574061,2
LEAD00574036,2
LEAD00574078,2
LEAD00574024,2
LEAD00574012,2
LEAD00574042,2
LEAD00574039,2
LEAD00574051,2
LEAD00574080,2
LEAD00574098,2
LEAD00574074,2
LEAD00574032,2
LEAD00574038,2
LEAD00574101,2
LEAD00574016,2
LEAD00574095,2
LEAD00574076,2
LEAD00574103,2
LEAD00574105,2
LEAD00574008,2
LEAD00574035,2
LEAD00574077,2
LEAD00574067,2
LEAD00574082,2
LEAD00574066,2
LEAD00574068,2
LEAD00574044,2
LEAD00574073,2
LEAD00574047,2
LEAD00574065,2
LEAD00574009,2
LEAD00574011,2
LEAD00574033,2
LEAD00574014,2
LEAD00574081,2
LEAD00574072,2
LEAD00574015,2
LEAD00574003,2
LEAD00573926,2
LEAD00573903,2
LEAD00573991,2
LEAD00573927,2
LEAD00573965,2
LEAD00573953,2
LEAD00573980,2
LEAD00573995,2
LEAD00573963,2
LEAD00573967,2
LEAD00573948,2
LEAD00573906,2
LEAD00573961,2
LEAD00573958,2
LEAD00573905,2
LEAD00573916,2
LEAD00573931,2
LEAD00573951,2
LEAD00573978,2
LEAD00573994,2
LEAD00573902,2
LEAD00573920,2
LEAD00573977,2
LEAD00573970,2
LEAD00573939,2
LEAD00573924,2
LEAD00573950,2
LEAD00573947,2
LEAD00573908,2
LEAD00573962,2
LEAD00573972,2
LEAD00573969,2
LEAD00573952,2
LEAD00573968,2
LEAD00573998,2
LEAD00573955,2
LEAD00573973,2
LEAD00574006,2
LEAD00573932,2
LEAD00573957,2
LEAD00573982,2
LEAD00574002,2
LEAD00573989,2
LEAD00573949,2
LEAD00573979,2
LEAD00573992,2
LEAD00573988,2
LEAD00573993,2
LEAD00573930,2
LEAD00573935,2
LEAD00573975,2
LEAD00574004,2
LEAD00573925,2
LEAD00573983,2
LEAD00573946,2
LEAD00573929,2
LEAD00573921,2
LEAD00573945,2
LEAD00573942,2
LEAD00573985,2
LEAD00573941,2
LEAD00573984,2
LEAD00573966,2
LEAD00573974,2
LEAD00573936,2
LEAD00573944,2
LEAD00573934,2
LEAD00573923,2
LEAD00573996,2
LEAD00573956,2
LEAD00574007,2
LEAD00573928,2
LEAD00574005,2
LEAD00573917,2
LEAD00573964,2
LEAD00573971,2
LEAD00573954,2
LEAD00573918,2
LEAD00573940,2
LEAD00573959,2
LEAD00573933,2
LEAD00573976,2
LEAD00573922,2
LEAD00573997,2
LEAD00573986,2
LEAD00573907,2
LEAD00573938,2
LEAD00573919,2
LEAD00573894,2
LEAD00573852,2
LEAD00573884,2
LEAD00573900,2
LEAD00573877,2
LEAD00573822,2
LEAD00573869,2
LEAD00573812,2
LEAD00573896,2
LEAD00573881,2
LEAD00573853,2
LEAD00573804,2
LEAD00573895,2
LEAD00573811,2
LEAD00573827,2
LEAD00573889,2
LEAD00573873,2
LEAD00573815,2
LEAD00573808,2
LEAD00573806,2
LEAD00573864,2
LEAD00573885,2
LEAD00573834,2
LEAD00573823,2
LEAD00573817,2
LEAD00573870,2
LEAD00573825,2
LEAD00573880,2
LEAD00573891,2
LEAD00573814,2
LEAD00573828,2
LEAD00573893,2
LEAD00573851,2
LEAD00573839,2
LEAD00573807,2
LEAD00573809,2
LEAD00573866,2
LEAD00573826,2
LEAD00573847,2
LEAD00573859,2
LEAD00573858,2
LEAD00573863,2
LEAD00573887,2
LEAD00573844,2
LEAD00573819,2
LEAD00573818,2
LEAD00573835,2
LEAD00573836,2
LEAD00573813,2
LEAD00573901,2
LEAD00573856,2
LEAD00573820,2
LEAD00573845,2
LEAD00573899,2
LEAD00573888,2
LEAD00573824,2
LEAD00573872,2
LEAD00573831,2
LEAD00573837,2
LEAD00573855,2
LEAD00573857,2
LEAD00573875,2
LEAD00573840,2
LEAD00573803,2
LEAD00573867,2
LEAD00573871,2
LEAD00573897,2
LEAD00573878,2
LEAD00573854,2
LEAD00573890,2
LEAD00573868,2
LEAD00573879,2
LEAD00573838,2
LEAD00573841,2
LEAD00573846,2
LEAD00573810,2
LEAD00573850,2
LEAD00573898,2
LEAD00573832,2
LEAD00573862,2
LEAD00573830,2
LEAD00573865,2
LEAD00573882,2
LEAD00573829,2
LEAD00573802,2
LEAD00573805,2
LEAD00573861,2
LEAD00573833,2
LEAD00573849,2
LEAD00573876,2
LEAD00573874,2
LEAD00573783,2
LEAD00573743,2
LEAD00573785,2
LEAD00573792,2
LEAD00573746,2
LEAD00573715,2
LEAD00573784,2
LEAD00573717,2
